id,variant,view,action
5998452,A,5,1
5999046,A,14,2
5999230,A,1,1
5999700,A,5,1
5999702,A,1,1
5999958,A,9,4
6002248,A,9,4
6003318,A,8,8
6003326,A,2,1
6004482,A,5,4
6005616,A,9,3
6009566,A,5,1
6010318,A,8,8
6012864,A,3,2
6015836,A,5,5
6026050,A,11,11
6027392,A,10,6
6027490,A,1,1
6028948,A,2,2
6031588,A,9,8
6031590,A,9,4
6032244,A,10,8
6037612,A,10,8
6038988,A,16,6
6039204,A,3,3
6039254,A,1,1
6041576,A,4,2
6045694,A,5,2
6045854,A,1,1
6046052,A,10,10
6046128,A,9,3
6046760,A,3,3
6050566,A,3,2
6055516,A,10,2
6056400,A,2,2
6058722,A,9,4
6060296,A,12,7
6061298,A,1,1
6063150,A,1,1
6063630,A,7,4
6063984,A,3,1
6072060,A,9,2
6075280,A,1,1
6075604,A,5,4
6079898,A,4,1
6081440,A,2,1
6082266,A,4,4
6082988,A,5,2
6083140,A,1,1
6084362,A,9,4
6084864,A,4,3
6086090,A,2,1
6086370,A,5,1
6086702,A,12,12
6087180,A,9,2
6087270,A,11,6
6096062,A,15,5
6096328,A,12,6
6096750,A,8,7
6097110,A,5,5
6099630,A,4,2
6100382,A,8,7
6101636,A,6,2
6102826,A,6,6
6106370,A,9,7
6108918,A,4,2
6110992,A,6,3
6112520,A,1,1
6114908,A,10,8
6115218,A,8,4
6117052,A,6,1
6117630,A,4,2
6122090,A,5,2
6124036,A,8,1
6126032,A,5,1
6126470,A,3,3
6130832,A,11,8
6133726,A,1,1
6137150,A,5,4
6137334,A,9,1
6138232,A,1,1
6152644,A,3,1
6154416,A,9,1
6155284,A,6,5
6156690,A,8,6
6161188,A,8,7
6162760,A,2,2
6163212,A,1,1
6164076,A,4,2
6164168,A,9,7
6164354,A,8,7
6164422,A,6,4
6164468,A,10,10
6167310,A,6,5
6169392,A,14,1
6171838,A,1,1
6172802,A,10,1
6173092,A,9,3
6173416,A,4,3
6175184,A,4,1
6175908,A,4,3
6178846,A,1,1
6179498,A,4,1
6182300,A,10,2
6182408,A,3,1
6184694,A,5,2
6187906,A,10,10
6189868,A,10,2
6190040,A,5,5
6190270,A,1,1
6191352,A,14,5
6191598,A,4,2
6193548,A,11,6
6194152,A,10,7
6194174,A,11,1
6194654,A,4,1
6195644,A,10,1
6195660,A,5,5
6196098,A,10,2
6197688,A,5,3
6202416,A,3,2
6202500,A,2,2
6203326,A,7,5
6204282,A,9,3
6204834,A,10,4
6205242,A,5,2
6207676,A,2,2
6211584,A,7,4
6218434,A,9,1
6218630,A,4,1
6219578,A,6,1
6224574,A,1,1
6224770,A,5,4
6225306,A,5,1
6225502,A,2,2
6225610,A,9,1
6227926,A,6,3
6228134,A,1,1
6229114,A,4,3
6230026,A,11,11
6230832,A,1,1
6232650,A,1,1
6233774,A,11,1
6234860,A,9,6
6235538,A,5,4
6235750,A,3,1
6236596,A,9,1
6237264,A,5,1
6239244,A,2,2
6239946,A,12,2
6240170,A,3,1
6240558,A,9,6
6241308,A,8,2
6242006,A,5,2
6244656,A,9,9
6245658,A,7,2
6247860,A,8,1
6248662,A,13,6
6249104,A,10,4
6250474,A,7,3
6251272,A,15,14
6251840,A,15,13
6255210,A,10,8
6259012,A,2,2
6259070,A,8,6
6260416,A,1,1
6264152,A,10,8
6264864,A,6,1
6265254,A,9,1
6265284,A,11,3
6266804,A,7,4
6267516,A,9,9
6271424,A,9,2
6274732,A,3,3
6275102,A,9,5
6275328,A,4,4
6275388,A,1,1
6276972,A,4,4
6277026,A,10,4
6277084,A,4,3
6278518,A,5,2
6279010,A,7,7
6280404,A,7,7
6281256,A,5,4
6282238,A,10,6
6285186,A,9,4
6287774,A,1,1
6288248,A,4,1
6293006,A,8,4
6293204,A,9,3
6294652,A,4,4
6297302,A,8,3
6297530,A,5,3
6298556,A,11,4
6299578,A,5,1
6299632,A,1,1
6300342,A,10,7
6300782,A,9,7
6301734,A,6,5
6308032,A,5,4
6308654,A,1,1
6309110,A,10,4
6314522,A,15,15
6315756,A,4,4
6316306,A,10,2
6317692,A,10,5
6318838,A,10,10
6319916,A,3,2
6320904,A,7,3
6323996,A,6,1
6324056,A,5,4
6325176,A,10,8
6327680,A,2,2
6331748,A,5,5
6334232,A,8,8
6334698,A,5,1
6337744,A,5,2
6337796,A,7,1
6341484,A,6,6
6342370,A,1,1
6344098,A,9,8
6345128,A,1,1
6345236,A,4,2
6347510,A,9,2
6347596,A,4,1
6347970,A,3,1
6350202,A,8,4
6351828,A,7,2
6353906,A,9,4
6357714,A,7,7
6357754,A,10,2
6359192,A,2,2
6361350,A,10,1
6365926,A,7,7
6365928,A,8,1
6366086,A,5,4
6368562,A,7,5
6370512,A,2,2
6370528,A,5,2
6371824,A,10,2
6373748,A,8,3
6377166,A,5,4
6379740,A,4,1
6380272,A,8,8
6380500,A,10,9
6380764,A,10,6
6381402,A,5,2
6382806,A,8,1
6383904,A,10,8
6386098,A,4,4
6389020,A,10,8
6390748,A,11,7
6392848,A,1,1
6392948,A,14,3
6394108,A,3,1
6395192,A,21,9
6398664,A,5,5
6401122,A,5,4
6401460,A,11,11
6402018,A,5,4
6403190,A,5,5
6404230,A,10,10
6408070,A,2,1
6410302,A,5,5
6413852,A,4,3
6413884,A,15,3
6414162,A,7,2
6415810,A,8,5
6422394,A,9,9
6428008,A,7,1
6429702,A,2,1
6430268,A,10,10
6430642,A,9,9
6434254,A,13,10
6436908,A,10,4
6437298,A,17,13
6437820,A,5,2
6438844,A,1,1
6439268,A,7,6
6439822,A,7,2
6439912,A,11,4
6440408,A,13,4
6440530,A,10,6
6442372,A,10,6
6445766,A,4,3
6449498,A,14,12
6450142,A,4,3
6450862,A,11,7
6451072,A,11,7
6453216,A,9,6
6453286,A,14,7
6454484,A,8,1
6456816,A,1,1
6457158,A,1,1
6457678,A,10,4
6457786,A,10,9
6457898,A,5,3
6461658,A,5,3
6463050,A,1,1
6464638,A,2,1
6465946,A,10,8
6466146,A,20,3
6467870,A,5,4
6467902,A,10,4
6470158,A,1,1
6470572,A,10,1
6474994,A,22,21
6475520,A,10,4
6476970,A,6,6
6478506,A,10,10
6480304,A,6,5
6480698,A,4,4
6482942,A,5,1
6484918,A,9,3
6485998,A,9,8
6486086,A,2,1
6486140,A,7,3
6486280,A,9,5
6487010,A,4,1
6487798,A,8,7
6487828,A,4,2
6489114,A,4,4
6499352,A,4,3
6502962,A,10,3
6504700,A,10,1
6505418,A,1,1
6506970,A,8,8
6507410,A,9,9
6508198,A,10,7
6511770,A,8,2
6513974,A,4,1
6514588,A,11,4
6514718,A,4,2
6515260,A,4,2
6517974,A,15,6
6518178,A,2,2
6521304,A,1,1
6521952,A,5,5
6524172,A,4,2
6526524,A,5,3
6526986,A,10,2
6528556,A,8,3
6529072,A,9,8
6529188,A,10,10
6529470,A,6,1
6530500,A,9,4
6530610,A,5,3
6532818,A,12,12
6533102,A,6,5
6535164,A,10,6
6537492,A,8,4
6537512,A,11,9
6538806,A,8,2
6539304,A,4,4
6540172,A,4,1
6540494,A,15,2
6540514,A,3,2
6542906,A,1,1
6544170,A,1,1
6547868,A,4,2
6554088,A,2,2
6556814,A,5,1
6556966,A,8,3
6557756,A,8,5
6559932,A,9,1
6561170,A,5,1
6561344,A,3,2
6561488,A,10,2
6562804,A,10,1
6567606,A,7,6
6567650,A,10,7
6567840,A,6,6
6568008,A,8,8
6570126,A,10,4
6572374,A,1,1
6574014,A,10,5
6577172,A,4,4
6577364,A,5,3
6577460,A,15,15
6579104,A,10,1
6579978,A,10,1
6583168,A,5,5
6584824,A,5,2
6585144,A,4,2
6588218,A,5,1
6588394,A,5,4
6588878,A,4,4
6588888,A,1,1
6589922,A,10,8
6590852,A,5,1
6592226,A,7,6
6593170,A,9,3
6593262,A,8,5
6593784,A,10,9
6596614,A,1,1
6597038,A,4,3
6599214,A,6,4
6604718,A,11,3
6605512,A,8,5
6605862,A,5,1
6606366,A,6,3
6606462,A,8,5
6609650,A,3,2
6609842,A,5,4
6611098,A,5,5
6611306,A,6,3
6611384,A,10,3
6612670,A,7,5
6616682,A,3,1
6617446,A,1,1
6618914,A,8,5
6619860,A,6,2
6620326,A,10,2
6622762,A,12,5
6623558,A,4,2
6625238,A,2,2
6625288,A,11,6
6625778,A,10,10
6627536,A,5,4
6629066,A,12,4
6629452,A,8,2
6631592,A,9,9
6633974,A,8,4
6634036,A,2,2
6634140,A,3,3
6634358,A,10,3
6634618,A,8,2
6634682,A,4,1
6635888,A,3,1
6638858,A,1,1
6639234,A,10,5
6644136,A,1,1
6644138,A,4,3
6648722,A,2,2
6649070,A,4,3
6650284,A,8,1
6650800,A,7,4
6651190,A,1,1
6652474,A,10,2
6652534,A,1,1
6652728,A,9,5
6653004,A,7,1
6656208,A,4,4
6656310,A,6,1
6656348,A,8,6
6656748,A,1,1
6656946,A,1,1
6657192,A,4,1
6661342,A,8,1
6662332,A,8,4
6665428,A,2,1
6665978,A,12,2
6668822,A,8,2
6669190,A,1,1
6672288,A,5,5
6672448,A,3,3
6672638,A,8,2
6675052,A,4,4
6675528,A,1,1
6675864,A,8,6
6677002,A,4,3
6677214,A,2,2
6677588,A,4,1
6678168,A,8,5
6680982,A,1,1
6682062,A,4,4
6683564,A,4,3
6689566,A,3,2
6690500,A,5,2
6690670,A,11,10
6694588,A,1,1
6695744,A,11,7
6696902,A,7,2
6697510,A,1,1
6698144,A,10,6
6701722,A,10,8
6703106,A,5,3
6703622,A,9,2
6705248,A,4,1
6707382,A,2,2
6707698,A,9,8
6708002,A,5,4
6708190,A,10,5
6709412,A,2,2
6711542,A,8,6
6713992,A,1,1
6714060,A,3,2
6714622,A,11,6
6714956,A,8,4
6717564,A,5,4
6717726,A,4,2
6718024,A,6,4
6720022,A,9,6
6723434,A,7,5
6723914,A,3,1
6725164,A,2,1
6727710,A,6,5
6732008,A,5,4
6733924,A,10,6
6734048,A,4,2
6734188,A,13,8
6735512,A,7,3
6738568,A,5,4
6739188,A,5,3
6739530,A,2,2
6740144,A,8,3
6743188,A,7,4
6743466,A,5,3
6745606,A,5,1
6745692,A,1,1
6747908,A,1,1
6749792,A,3,1
6758236,A,10,9
6758898,A,1,1
6759798,A,4,1
6762560,A,5,4
6763174,A,7,5
6763458,A,5,2
6766852,A,10,8
6767572,A,8,1
6768540,A,1,1
6768872,A,6,4
6770732,A,10,10
6772656,A,9,2
6772778,A,1,1
6773536,A,10,3
6776424,A,4,4
6777616,A,8,5
6779990,A,4,1
6782200,A,9,5
6784434,A,5,3
6784890,A,3,2
6785486,A,8,4
6786310,A,6,2
6786620,A,9,9
6787588,A,5,5
6788812,A,5,3
6795918,A,7,6
6796056,A,5,1
6796872,A,1,1
6799864,A,2,2
6800858,A,4,3
6801140,A,6,2
6801616,A,4,4
6801838,A,11,6
6802138,A,5,3
6802592,A,3,1
6804484,A,5,4
6809070,A,7,3
6810288,A,6,5
6811756,A,9,3
6814312,A,9,5
6815348,A,1,1
6816048,A,10,4
6817134,A,8,1
6817410,A,5,1
6817890,A,9,4
6820062,A,7,2
6820900,A,3,3
6821070,A,7,7
6821496,A,7,2
6821922,A,7,4
6822226,A,10,3
6822326,A,15,8
6822812,A,1,1
6824396,A,8,8
6824424,A,1,1
6827544,A,1,1
6831038,A,9,1
6838200,A,1,1
6840588,A,5,1
6842474,A,1,1
6845448,A,10,6
6845904,A,4,2
6846132,A,14,2
6846496,A,9,6
6848170,A,11,2
6854334,A,14,4
6854822,A,1,1
6855268,A,2,2
6855798,A,9,1
6856598,A,5,5
6857460,A,8,4
6857796,A,11,1
6859332,A,3,3
6859384,A,2,1
6859782,A,9,2
6861684,A,11,9
6861892,A,9,1
6863866,A,6,1
6875456,A,5,2
6876744,A,8,1
6877266,A,15,11
6879108,A,6,5
6880298,A,4,2
6880606,A,9,1
6881974,A,1,1
6884508,A,6,3
6886944,A,15,12
6886950,A,18,15
6887572,A,3,2
6889032,A,7,4
6890116,A,6,2
6891752,A,1,1
6896140,A,20,5
6897288,A,2,1
6898820,A,6,2
6899570,A,5,4
6899786,A,1,1
6900792,A,5,3
6901070,A,9,3
6905612,A,8,2
6906732,A,10,9
6906932,A,3,3
6907178,A,13,11
6907228,A,5,3
6907878,A,11,9
6908602,A,7,7
6909274,A,1,1
6909356,A,17,7
6909476,A,9,2
6912126,A,6,2
6912944,A,1,1
6913808,A,14,13
6914072,A,1,1
6914120,A,5,2
6914306,A,1,1
6916796,A,2,1
6918408,A,4,1
6918500,A,4,1
6918508,A,11,10
6919262,A,5,2
6920364,A,9,5
6920798,A,11,5
6921308,A,2,1
6922214,A,8,6
6923172,A,10,6
6923348,A,5,2
6923422,A,3,1
6923476,A,1,1
6924086,A,10,3
6924120,A,2,2
6924126,A,5,2
6924534,A,5,2
6926736,A,7,5
6931432,A,5,5
6932090,A,2,1
6932464,A,11,2
6933382,A,2,1
6933432,A,9,2
6933492,A,4,3
6933800,A,5,2
6934160,A,1,1
6934192,A,6,2
6934366,A,10,7
6935124,A,5,3
6937772,A,5,5
6938076,A,2,1
6940870,A,7,2
6942264,A,2,2
6942850,A,1,1
6945508,A,5,2
6946514,A,9,9
6946688,A,10,10
6946984,A,7,1
6951752,A,7,2
6952290,A,3,3
6953028,A,10,7
6954304,A,1,1
6956896,A,10,7
6958126,A,9,1
6958140,A,9,7
6959240,A,4,4
6960458,A,6,5
6960686,A,10,9
6960708,A,7,6
6961420,A,10,5
6965356,A,7,5
6965452,A,5,2
6965506,A,4,4
6967038,A,1,1
6968304,A,9,7
6970202,A,7,2
6971580,A,10,7
6971586,A,6,4
6972214,A,8,4
6972790,A,6,1
6973066,A,2,1
6974026,A,15,12
6974864,A,9,2
6980106,A,10,9
6980216,A,2,1
6980606,A,8,2
6981660,A,10,6
6981852,A,10,1
6982592,A,11,11
6983754,A,4,3
6984034,A,5,3
6984566,A,10,9
6985766,A,5,3
6986202,A,10,9
6986828,A,10,6
6987102,A,6,1
6987112,A,3,1
6987716,A,8,8
6988482,A,1,1
6989386,A,10,2
6991174,A,1,1
6992264,A,10,3
6992426,A,3,2
6992664,A,5,1
6993106,A,11,10
6993300,A,1,1
6994832,A,5,3
6996118,A,2,2
6997488,A,4,4
6998054,A,1,1
6998260,A,19,18
6999020,A,11,11
6999184,A,2,1
7000216,A,15,9
7000436,A,5,1
7000474,A,8,5
7002138,A,1,1
7004400,A,10,7
7005238,A,5,5
7005264,A,1,1
7005640,A,10,3
7005788,A,4,2
7006278,A,8,1
7006636,A,10,2
7006950,A,5,5
7007214,A,17,12
7007402,A,10,10
7007720,A,8,2
7007960,A,4,1
7008240,A,1,1
7009066,A,9,2
7009918,A,4,2
7010264,A,7,7
7010528,A,1,1
7010578,A,1,1
7010754,A,1,1
7012086,A,4,4
7012122,A,2,2
7012540,A,10,5
7016830,A,12,8
7017656,A,5,5
7018598,A,7,4
7018868,A,5,5
7019306,A,9,7
7020490,A,10,8
7021000,A,10,2
7022760,A,8,8
7023822,A,3,1
7023872,A,9,9
7025104,A,7,5
7025216,A,3,3
7025262,A,1,1
7025512,A,1,1
7026016,A,9,3
7026362,A,13,4
7026606,A,5,5
7028344,A,1,1
7028448,A,11,3
7029168,A,8,5
7031754,A,1,1
7033918,A,3,2
7034172,A,3,3
7034378,A,10,1
7034714,A,9,3
7034920,A,5,3
7035536,A,5,3
7035564,A,5,2
7036170,A,1,1
7036624,A,2,2
7036906,A,7,2
7038084,A,5,2
7038388,A,2,1
7038550,A,10,3
7039056,A,10,5
7045338,A,5,1
7046282,A,5,4
7046776,A,9,5
7047710,A,7,2
7047936,A,5,5
7048334,A,3,1
7048584,A,10,4
7048846,A,9,5
7049462,A,10,5
7049698,A,2,2
7050248,A,10,10
7051146,A,1,1
7052332,A,4,4
7052762,A,10,7
7053468,A,6,6
7053562,A,1,1
7053706,A,1,1
7054188,A,3,1
7054356,A,10,9
7055086,A,5,5
7055982,A,4,3
7056300,A,5,1
7056566,A,9,6
7060962,A,10,10
7061384,A,6,5
7064258,A,4,4
7064792,A,5,2
7064962,A,9,3
7066160,A,3,2
7066526,A,5,5
7066934,A,1,1
7067274,A,10,8
7067844,A,8,7
7067980,A,9,7
7068734,A,10,10
7068980,A,8,7
7070164,A,1,1
7070530,A,2,2
7071150,A,6,4
7071288,A,10,8
7072142,A,5,1
7074434,A,5,1
7075758,A,1,1
7075858,A,9,8
7076554,A,6,5
7077036,A,5,1
7077618,A,12,12
7077908,A,5,5
7078118,A,10,10
7078538,A,12,9
7079562,A,8,4
7080748,A,2,1
7080970,A,8,4
7081798,A,5,2
7084638,A,5,1
7084744,A,9,5
7085118,A,15,10
7085858,A,5,5
7087592,A,9,2
7088934,A,5,2
7090212,A,1,1
7090606,A,10,2
7090872,A,10,8
7091656,A,5,3
7092198,A,10,4
7092828,A,10,8
7092946,A,10,7
7095230,A,1,1
7095464,A,3,1
7095792,A,2,2
7096240,A,11,9
7096260,A,8,4
7096686,A,5,4
7097604,A,6,1
7102448,A,4,1
7102638,A,1,1
7102680,A,5,1
7103348,A,9,6
7103530,A,10,6
7104408,A,4,3
7104448,A,10,5
7104588,A,5,1
7104784,A,10,2
7104878,A,4,2
7104922,A,10,2
7105344,A,10,4
7106342,A,1,1
7106386,A,3,3
7107184,A,5,2
7107252,A,2,1
7108808,A,2,2
7110816,A,1,1
7112358,A,4,1
7112620,A,3,3
7112674,A,3,1
7113492,A,2,1
7114144,A,1,1
7114422,A,5,1
7115706,A,3,2
7116718,A,9,4
7119052,A,1,1
7119784,A,1,1
7120476,A,3,2
7121150,A,13,2
7121538,A,5,3
7121578,A,10,8
7121932,A,2,2
7122060,A,7,6
7125348,A,4,3
7126372,A,2,2
7126544,A,6,5
7127568,A,5,3
7128600,A,10,4
7128782,A,9,7
7129178,A,5,2
7130998,A,1,1
7132454,A,5,2
7133734,A,4,2
7134148,A,11,4
7134340,A,1,1
7135338,A,10,6
7135426,A,4,3
7136160,A,10,5
7137852,A,8,6
7140408,A,9,8
7141276,A,4,1
7142438,A,4,2
7142952,A,7,7
7143572,A,11,10
7144036,A,8,4
7144042,A,9,6
7144058,A,9,9
7144164,A,4,3
7144360,A,4,2
7145590,A,10,3
7145902,A,10,3
7146048,A,1,1
7146996,A,15,7
7148470,A,1,1
7149176,A,12,7
7149660,A,5,4
7150330,A,9,8
7151124,A,1,1
7151240,A,1,1
7151926,A,8,8
7153394,A,4,1
7154358,A,5,5
7154516,A,2,2
7155182,A,1,1
7156086,A,5,2
7156090,A,2,1
7156698,A,3,1
7157378,A,6,4
7158682,A,10,4
7160690,A,8,6
7161684,A,1,1
7165460,A,6,1
7165618,A,10,6
7165772,A,5,4
7165892,A,1,1
7166830,A,3,3
7167826,A,5,5
7167966,A,10,5
7167996,A,10,7
7168464,A,6,6
7168604,A,8,4
7170456,A,4,4
7170876,A,10,5
7171208,A,11,9
7174858,A,10,7
7174904,A,11,5
7175440,A,5,5
7175644,A,4,2
7175714,A,1,1
7175856,A,11,8
7175906,A,10,8
7175950,A,12,10
7177224,A,10,3
7177280,A,5,5
7177372,A,10,4
7178274,A,6,3
7179284,A,4,2
7179578,A,2,1
7179890,A,4,2
7180884,A,1,1
7182048,A,2,1
7182372,A,1,1
7183470,A,1,1
7183626,A,10,1
7184818,A,1,1
7184850,A,10,4
7185024,A,8,1
7185928,A,4,2
7187158,A,4,2
7187560,A,1,1
7189246,A,10,5
7189826,A,8,1
7189926,A,9,9
7190342,A,3,3
7190544,A,1,1
7190760,A,3,3
7192950,A,6,5
7193286,A,11,2
7193890,A,1,1
7193936,A,1,1
7194184,A,5,4
7194352,A,9,6
7195366,A,5,2
7195416,A,1,1
7195978,A,4,2
7196518,A,4,4
7199908,A,6,4
7199990,A,1,1
7200620,A,10,5
7201130,A,8,6
7201826,A,1,1
7202186,A,1,1
7202488,A,4,4
7202620,A,10,2
7203374,A,1,1
7204496,A,8,7
7205548,A,5,2
7206568,A,8,1
7211698,A,1,1
7212608,A,2,2
7213424,A,9,1
7219720,A,7,4
7220580,A,5,4
7222048,A,5,2
7224230,A,8,6
7224408,A,1,1
7224930,A,7,6
7225222,A,12,8
7227222,A,1,1
7227446,A,20,3
7227734,A,1,1
7228116,A,10,6
7228162,A,3,3
7228166,A,10,6
7228600,A,11,5
7230682,A,2,1
7231762,A,6,1
7238530,A,1,1
7239138,A,5,5
7239358,A,1,1
7240052,A,10,8
7240898,A,3,1
7242034,A,5,4
7242346,A,10,2
7242548,A,10,1
7242738,A,1,1
7246396,A,10,7
7247030,A,3,1
7247556,A,1,1
7247710,A,5,3
7248140,A,4,4
7248300,A,8,7
7249092,A,4,1
7249210,A,3,2
7249346,A,10,9
7249368,A,10,1
7250632,A,11,3
7251366,A,1,1
7251682,A,1,1
7251852,A,8,6
7253708,A,1,1
7253748,A,1,1
7254196,A,9,2
7254254,A,4,3
7255494,A,10,1
7257142,A,9,2
7260012,A,8,1
7262150,A,10,1
7262644,A,1,1
7264250,A,2,1
7264498,A,1,1
7264988,A,1,1
7265056,A,3,2
7266060,A,10,1
7267720,A,7,7
7267916,A,1,1
7268260,A,1,1
7268920,A,1,1
7269466,A,1,1
7269644,A,4,4
7270358,A,1,1
7270534,A,15,5
7271848,A,8,8
7274148,A,1,1
7275066,A,5,2
7275128,A,5,5
7275198,A,10,6
7275214,A,4,3
7275272,A,8,7
7275576,A,14,6
7277964,A,1,1
7278302,A,5,1
7278482,A,9,6
7279162,A,5,3
7282740,A,8,3
7284888,A,1,1
7286094,A,1,1
7286438,A,1,1
7287936,A,1,1
7288386,A,8,8
7290240,A,1,1
7290354,A,5,1
7291176,A,5,4
7295484,A,5,2
7295630,A,5,3
7295764,A,8,2
7295908,A,6,6
7297672,A,1,1
7297938,A,4,2
7298602,A,14,11
7299464,A,5,5
7299958,A,7,5
7301378,A,1,1
7302404,A,11,8
7304186,A,4,2
7305336,A,1,1
7305454,A,4,2
7307034,A,5,2
7307914,A,1,1
7308060,A,9,8
7311490,A,8,7
7312284,A,1,1
7312900,A,1,1
7313600,A,16,2
7313936,A,1,1
7315168,A,8,6
7315656,A,1,1
7315686,A,1,1
7318196,A,1,1
7318290,A,10,7
7318334,A,1,1
7318352,A,9,3
7318682,A,1,1
7321130,A,1,1
7321156,A,6,2
7323542,A,10,9
7324768,A,1,1
7324976,A,1,1
7325126,A,8,7
7325246,A,1,1
7325470,A,1,1
7325744,A,1,1
7325806,A,1,1
7325860,A,9,6
7326208,A,9,7
7326348,A,1,1
7326364,A,2,2
7326458,A,2,2
7326864,A,10,10
7327064,A,9,7
7327996,A,9,3
7328016,A,5,5
7328464,A,4,2
7330582,A,9,1
7331410,A,1,1
7331646,A,6,6
7331926,A,6,4
7333242,A,5,3
7335126,A,2,2
7335386,A,1,1
7336204,A,11,10
7337082,A,5,5
7337112,A,9,5
7338394,A,11,8
7338754,A,1,1
7338758,A,2,2
7340004,A,1,1
7340364,A,1,1
7340550,A,1,1
7341150,A,1,1
7342112,A,7,1
7343270,A,1,1
7344014,A,1,1
7344240,A,10,9
7344660,A,7,1
7344722,A,1,1
7352246,A,6,4
7355248,A,8,8
7356850,A,1,1
7358324,A,15,1
7359324,A,3,1
7359478,A,8,8
7360940,A,1,1
7361666,A,4,4
7361946,A,4,1
7362450,A,1,1
7363298,A,2,1
7363354,A,1,1
7366762,A,2,2
7366994,A,1,1
7367532,A,1,1
7367712,A,5,4
7367836,A,1,1
7368144,A,1,1
7368668,A,10,5
7368706,A,1,1
7369058,A,14,12
7369276,A,1,1
7370328,A,1,1
7370484,A,1,1
7370710,A,1,1
7371766,A,4,4
7372040,A,8,2
7372672,A,1,1
7373004,A,9,8
7376110,A,1,1
7376222,A,1,1
7376324,A,1,1
7378570,A,5,2
7378616,A,1,1
7379000,A,1,1
7383298,A,1,1
7383308,A,1,1
7384098,A,1,1
7384318,A,1,1
7384688,A,1,1
7385932,A,11,9
7386652,A,1,1
7387320,A,1,1
7387544,A,5,3
7387768,A,10,1
7388056,A,1,1
7388528,A,15,8
7390190,A,3,1
7390796,A,1,1
7391410,A,8,6
7391518,A,5,1
7391704,A,1,1
7392234,A,9,3
7392382,A,6,5
7392914,A,1,1
7392970,A,1,1
7393142,A,1,1
7393492,A,2,1
7393920,A,1,1
7395394,A,1,1
7395554,A,1,1
7396186,A,1,1
7396654,A,1,1
7397918,A,1,1
7398092,A,1,1
7402510,A,1,1
7402654,A,5,5
7402674,A,9,7
7402846,A,1,1
7403288,A,1,1
7404766,A,1,1
7405478,A,1,1
7406894,A,5,3
7407026,A,1,1
7408658,A,1,1
7408710,A,1,1
7409886,A,1,1
7409972,A,1,1
7410462,A,6,5
7411910,A,1,1
7411936,A,1,1
7412216,A,5,4
7412464,A,1,1
7413216,A,6,4
7413476,A,1,1
7413564,A,1,1
7414038,A,1,1
7414556,A,1,1
7414940,A,6,6
7415300,A,5,4
7415808,A,1,1
7415866,A,5,3
7415934,A,14,4
7416096,A,8,3
7416492,A,1,1
7416846,A,1,1
7416966,A,4,4
7417012,A,1,1
7417074,A,1,1
7417410,A,1,1
7417470,A,1,1
7418338,A,8,8
7418426,A,1,1
7418688,A,1,1
7418770,A,9,1
7418948,A,1,1
7419018,A,1,1
7419238,A,1,1
7421428,A,1,1
7422222,A,1,1
7422806,A,5,2
7423382,A,15,7
7423522,A,1,1
7428976,A,1,1
7430430,A,1,1
7430514,A,1,1
7432624,A,1,1
7432912,A,4,2
7433122,A,1,1
7433708,A,1,1
7433926,A,1,1
7434004,A,1,1
7435398,A,1,1
7437352,A,1,1
7437852,A,1,1
7438840,A,1,1
7438968,A,10,3
7439058,A,7,5
7439132,A,1,1
7439572,A,1,1
7439606,A,10,10
7439704,A,1,1
7439778,A,11,1
7439958,A,4,2
7440868,A,1,1
7440884,A,3,1
7440900,A,1,1
7441524,A,1,1
7441636,A,1,1
7441872,A,1,1
7442644,A,5,5
7442798,A,8,7
7442932,A,5,3
7444138,A,4,2
7444584,A,4,2
7444638,A,2,2
7444772,A,1,1
7445320,A,1,1
7445724,A,1,1
7445780,A,1,1
7446914,A,1,1
7447174,A,10,7
7447608,A,2,2
7447706,A,1,1
7447708,A,3,3
7449180,A,10,1
7449708,A,1,1
7450048,A,1,1
7450820,A,12,6
7451018,A,8,3
7451392,A,2,1
7451832,A,1,1
7451972,A,8,2
7452336,A,4,3
7452574,A,5,2
7452856,A,4,2
7453036,A,1,1
7453050,A,1,1
7453404,A,8,6
7453684,A,5,2
7453756,A,13,11
7453790,A,9,6
7455754,A,1,1
7456168,A,1,1
7456336,A,1,1
7456630,A,1,1
7456766,A,1,1
7457272,A,1,1
7458084,A,5,5
7458086,A,1,1
7458198,A,1,1
7459034,A,1,1
7459108,A,1,1
7459248,A,1,1
7459580,A,1,1
7460794,A,2,2
7461512,A,7,4
7461606,A,1,1
7461708,A,9,8
7461726,A,1,1
7463188,A,1,1
7464476,A,1,1
7464764,A,1,1
7464768,A,1,1
7465102,A,1,1
7465120,A,1,1
7465194,A,1,1
7465200,A,12,9
7466190,A,1,1
7466204,A,4,2
7466832,A,1,1
7467010,A,1,1
7467512,A,1,1
7467588,A,1,1
7468074,A,1,1
7468186,A,1,1
7468698,A,10,9
7468812,A,1,1
7468834,A,1,1
7468942,A,1,1
7469580,A,1,1
7469756,A,1,1
7469902,A,1,1
7470072,A,5,2
7470442,A,10,2
7470520,A,1,1
7471064,A,1,1
7471512,A,1,1
7473736,A,1,1
7473836,A,1,1
7473856,A,6,3
7474584,A,1,1
7474678,A,6,6
7474736,A,1,1
7475098,A,1,1
7475690,A,9,8
7476100,A,10,7
7477308,A,1,1
7478044,A,1,1
7478346,A,12,3
7478866,A,1,1
7479320,A,1,1
7479566,A,1,1
7479686,A,1,1
7479928,A,3,1
7480402,A,7,7
7480708,A,1,1
